County,FIPS,VTD,cntyvtd,Office,Name,Party,Incumbent,Votes
Aransas,7,0001,70001,U.S. Rep 27,Farenthold,R,1,519
Aransas,7,0002,70002,U.S. Rep 27,Farenthold,R,1,648
Aransas,7,0003,70003,U.S. Rep 27,Farenthold,R,1,1389
Aransas,7,0004,70004,U.S. Rep 27,Farenthold,R,1,1161
Aransas,7,001A,7001A,U.S. Rep 27,Farenthold,R,1,283
Aransas,7,004A,7004A,U.S. Rep 27,Farenthold,R,1,376
Aransas,7,0001,70001,U.S. Rep 27,Reed,D,0,165
Aransas,7,0002,70002,U.S. Rep 27,Reed,D,0,353
Aransas,7,0003,70003,U.S. Rep 27,Reed,D,0,391
Aransas,7,0004,70004,U.S. Rep 27,Reed,D,0,321
Aransas,7,001A,7001A,U.S. Rep 27,Reed,D,0,92
Aransas,7,004A,7004A,U.S. Rep 27,Reed,D,0,83
Aransas,7,0001,70001,U.S. Rep 27,Simonson,L,0,14
Aransas,7,0002,70002,U.S. Rep 27,Simonson,L,0,35
Aransas,7,0003,70003,U.S. Rep 27,Simonson,L,0,47
Aransas,7,0004,70004,U.S. Rep 27,Simonson,L,0,43
Aransas,7,001A,7001A,U.S. Rep 27,Simonson,L,0,13
Aransas,7,004A,7004A,U.S. Rep 27,Simonson,L,0,15
Bastrop,21,1003,211003,U.S. Rep 27,Farenthold,R,1,1260
Bastrop,21,2007,212007,U.S. Rep 27,Farenthold,R,1,576
Bastrop,21,2008,212008,U.S. Rep 27,Farenthold,R,1,257
Bastrop,21,3012,213012,U.S. Rep 27,Farenthold,R,1,261
Bastrop,21,3013,213013,U.S. Rep 27,Farenthold,R,1,365
Bastrop,21,3014,213014,U.S. Rep 27,Farenthold,R,1,399
Bastrop,21,3015,213015,U.S. Rep 27,Farenthold,R,1,349
Bastrop,21,3016,213016,U.S. Rep 27,Farenthold,R,1,560
Bastrop,21,1003,211003,U.S. Rep 27,Reed,D,0,734
Bastrop,21,2007,212007,U.S. Rep 27,Reed,D,0,192
Bastrop,21,2008,212008,U.S. Rep 27,Reed,D,0,124
Bastrop,21,3012,213012,U.S. Rep 27,Reed,D,0,86
Bastrop,21,3013,213013,U.S. Rep 27,Reed,D,0,186
Bastrop,21,3014,213014,U.S. Rep 27,Reed,D,0,277
Bastrop,21,3015,213015,U.S. Rep 27,Reed,D,0,316
Bastrop,21,3016,213016,U.S. Rep 27,Reed,D,0,343
Bastrop,21,1003,211003,U.S. Rep 27,Simonson,L,0,97
Bastrop,21,2007,212007,U.S. Rep 27,Simonson,L,0,49
Bastrop,21,2008,212008,U.S. Rep 27,Simonson,L,0,17
Bastrop,21,3012,213012,U.S. Rep 27,Simonson,L,0,17
Bastrop,21,3013,213013,U.S. Rep 27,Simonson,L,0,32
Bastrop,21,3014,213014,U.S. Rep 27,Simonson,L,0,40
Bastrop,21,3015,213015,U.S. Rep 27,Simonson,L,0,39
Bastrop,21,3016,213016,U.S. Rep 27,Simonson,L,0,58
Caldwell,55,0102,550102,U.S. Rep 27,Farenthold,R,1,247
Caldwell,55,0104,550104,U.S. Rep 27,Farenthold,R,1,161
Caldwell,55,0110,550110,U.S. Rep 27,Farenthold,R,1,36
Caldwell,55,0111,550111,U.S. Rep 27,Farenthold,R,1,237
Caldwell,55,0112,550112,U.S. Rep 27,Farenthold,R,1,0
Caldwell,55,0113,550113,U.S. Rep 27,Farenthold,R,1,0
Caldwell,55,0117,550117,U.S. Rep 27,Farenthold,R,1,0
Caldwell,55,0201,550201,U.S. Rep 27,Farenthold,R,1,267
Caldwell,55,0202,550202,U.S. Rep 27,Farenthold,R,1,343
Caldwell,55,0203,550203,U.S. Rep 27,Farenthold,R,1,297
Caldwell,55,0204,550204,U.S. Rep 27,Farenthold,R,1,400
Caldwell,55,0205,550205,U.S. Rep 27,Farenthold,R,1,108
Caldwell,55,0206,550206,U.S. Rep 27,Farenthold,R,1,206
Caldwell,55,0305,550305,U.S. Rep 27,Farenthold,R,1,105
Caldwell,55,0306,550306,U.S. Rep 27,Farenthold,R,1,60
Caldwell,55,0307,550307,U.S. Rep 27,Farenthold,R,1,0
Caldwell,55,0404,550404,U.S. Rep 27,Farenthold,R,1,231
Caldwell,55,0405,550405,U.S. Rep 27,Farenthold,R,1,249
Caldwell,55,0410,550410,U.S. Rep 27,Farenthold,R,1,0
Caldwell,55,0102,550102,U.S. Rep 27,Reed,D,0,92
Caldwell,55,0104,550104,U.S. Rep 27,Reed,D,0,76
Caldwell,55,0110,550110,U.S. Rep 27,Reed,D,0,19
Caldwell,55,0111,550111,U.S. Rep 27,Reed,D,0,188
Caldwell,55,0112,550112,U.S. Rep 27,Reed,D,0,0
Caldwell,55,0113,550113,U.S. Rep 27,Reed,D,0,0
Caldwell,55,0117,550117,U.S. Rep 27,Reed,D,0,0
Caldwell,55,0201,550201,U.S. Rep 27,Reed,D,0,142
Caldwell,55,0202,550202,U.S. Rep 27,Reed,D,0,134
Caldwell,55,0203,550203,U.S. Rep 27,Reed,D,0,124
Caldwell,55,0204,550204,U.S. Rep 27,Reed,D,0,119
Caldwell,55,0205,550205,U.S. Rep 27,Reed,D,0,35
Caldwell,55,0206,550206,U.S. Rep 27,Reed,D,0,111
Caldwell,55,0305,550305,U.S. Rep 27,Reed,D,0,57
Caldwell,55,0306,550306,U.S. Rep 27,Reed,D,0,38
Caldwell,55,0307,550307,U.S. Rep 27,Reed,D,0,0
Caldwell,55,0404,550404,U.S. Rep 27,Reed,D,0,238
Caldwell,55,0405,550405,U.S. Rep 27,Reed,D,0,176
Caldwell,55,0410,550410,U.S. Rep 27,Reed,D,0,0
Caldwell,55,0102,550102,U.S. Rep 27,Simonson,L,0,16
Caldwell,55,0104,550104,U.S. Rep 27,Simonson,L,0,10
Caldwell,55,0110,550110,U.S. Rep 27,Simonson,L,0,3
Caldwell,55,0111,550111,U.S. Rep 27,Simonson,L,0,14
Caldwell,55,0112,550112,U.S. Rep 27,Simonson,L,0,0
Caldwell,55,0113,550113,U.S. Rep 27,Simonson,L,0,0
Caldwell,55,0117,550117,U.S. Rep 27,Simonson,L,0,0
Caldwell,55,0201,550201,U.S. Rep 27,Simonson,L,0,12
Caldwell,55,0202,550202,U.S. Rep 27,Simonson,L,0,12
Caldwell,55,0203,550203,U.S. Rep 27,Simonson,L,0,17
Caldwell,55,0204,550204,U.S. Rep 27,Simonson,L,0,36
Caldwell,55,0205,550205,U.S. Rep 27,Simonson,L,0,5
Caldwell,55,0206,550206,U.S. Rep 27,Simonson,L,0,10
Caldwell,55,0305,550305,U.S. Rep 27,Simonson,L,0,5
Caldwell,55,0306,550306,U.S. Rep 27,Simonson,L,0,2
Caldwell,55,0307,550307,U.S. Rep 27,Simonson,L,0,0
Caldwell,55,0404,550404,U.S. Rep 27,Simonson,L,0,27
Caldwell,55,0405,550405,U.S. Rep 27,Simonson,L,0,24
Caldwell,55,0410,550410,U.S. Rep 27,Simonson,L,0,0
Calhoun,57,0001,570001,U.S. Rep 27,Farenthold,R,1,19
Calhoun,57,0002,570002,U.S. Rep 27,Farenthold,R,1,89
Calhoun,57,0003,570003,U.S. Rep 27,Farenthold,R,1,3
Calhoun,57,0004,570004,U.S. Rep 27,Farenthold,R,1,77
Calhoun,57,0005,570005,U.S. Rep 27,Farenthold,R,1,63
Calhoun,57,0006,570006,U.S. Rep 27,Farenthold,R,1,109
Calhoun,57,0007,570007,U.S. Rep 27,Farenthold,R,1,76
Calhoun,57,0008,570008,U.S. Rep 27,Farenthold,R,1,44
Calhoun,57,0009,570009,U.S. Rep 27,Farenthold,R,1,5
Calhoun,57,0010,570010,U.S. Rep 27,Farenthold,R,1,34
Calhoun,57,0011,570011,U.S. Rep 27,Farenthold,R,1,86
Calhoun,57,0012,570012,U.S. Rep 27,Farenthold,R,1,354
Calhoun,57,0013,570013,U.S. Rep 27,Farenthold,R,1,6
Calhoun,57,0014,570014,U.S. Rep 27,Farenthold,R,1,35
Calhoun,57,0015,570015,U.S. Rep 27,Farenthold,R,1,32
Calhoun,57,0016,570016,U.S. Rep 27,Farenthold,R,1,241
Calhoun,57,0017,570017,U.S. Rep 27,Farenthold,R,1,200
Calhoun,57,0018,570018,U.S. Rep 27,Farenthold,R,1,83
Calhoun,57,0019,570019,U.S. Rep 27,Farenthold,R,1,177
Calhoun,57,0020,570020,U.S. Rep 27,Farenthold,R,1,10
Calhoun,57,0021,570021,U.S. Rep 27,Farenthold,R,1,39
Calhoun,57,0022,570022,U.S. Rep 27,Farenthold,R,1,109
Calhoun,57,0023,570023,U.S. Rep 27,Farenthold,R,1,71
Calhoun,57,0024,570024,U.S. Rep 27,Farenthold,R,1,367
Calhoun,57,0025,570025,U.S. Rep 27,Farenthold,R,1,388
Calhoun,57,0001,570001,U.S. Rep 27,Reed,D,0,44
Calhoun,57,0002,570002,U.S. Rep 27,Reed,D,0,107
Calhoun,57,0003,570003,U.S. Rep 27,Reed,D,0,10
Calhoun,57,0004,570004,U.S. Rep 27,Reed,D,0,64
Calhoun,57,0005,570005,U.S. Rep 27,Reed,D,0,19
Calhoun,57,0006,570006,U.S. Rep 27,Reed,D,0,38
Calhoun,57,0007,570007,U.S. Rep 27,Reed,D,0,88
Calhoun,57,0008,570008,U.S. Rep 27,Reed,D,0,50
Calhoun,57,0009,570009,U.S. Rep 27,Reed,D,0,10
Calhoun,57,0010,570010,U.S. Rep 27,Reed,D,0,21
Calhoun,57,0011,570011,U.S. Rep 27,Reed,D,0,36
Calhoun,57,0012,570012,U.S. Rep 27,Reed,D,0,148
Calhoun,57,0013,570013,U.S. Rep 27,Reed,D,0,0
Calhoun,57,0014,570014,U.S. Rep 27,Reed,D,0,31
Calhoun,57,0015,570015,U.S. Rep 27,Reed,D,0,25
Calhoun,57,0016,570016,U.S. Rep 27,Reed,D,0,95
Calhoun,57,0017,570017,U.S. Rep 27,Reed,D,0,102
Calhoun,57,0018,570018,U.S. Rep 27,Reed,D,0,43
Calhoun,57,0019,570019,U.S. Rep 27,Reed,D,0,37
Calhoun,57,0020,570020,U.S. Rep 27,Reed,D,0,11
Calhoun,57,0021,570021,U.S. Rep 27,Reed,D,0,8
Calhoun,57,0022,570022,U.S. Rep 27,Reed,D,0,32
Calhoun,57,0023,570023,U.S. Rep 27,Reed,D,0,16
Calhoun,57,0024,570024,U.S. Rep 27,Reed,D,0,129
Calhoun,57,0025,570025,U.S. Rep 27,Reed,D,0,53
Calhoun,57,0001,570001,U.S. Rep 27,Simonson,L,0,6
Calhoun,57,0002,570002,U.S. Rep 27,Simonson,L,0,9
Calhoun,57,0003,570003,U.S. Rep 27,Simonson,L,0,1
Calhoun,57,0004,570004,U.S. Rep 27,Simonson,L,0,5
Calhoun,57,0005,570005,U.S. Rep 27,Simonson,L,0,0
Calhoun,57,0006,570006,U.S. Rep 27,Simonson,L,0,10
Calhoun,57,0007,570007,U.S. Rep 27,Simonson,L,0,5
Calhoun,57,0008,570008,U.S. Rep 27,Simonson,L,0,6
Calhoun,57,0009,570009,U.S. Rep 27,Simonson,L,0,2
Calhoun,57,0010,570010,U.S. Rep 27,Simonson,L,0,1
Calhoun,57,0011,570011,U.S. Rep 27,Simonson,L,0,3
Calhoun,57,0012,570012,U.S. Rep 27,Simonson,L,0,13
Calhoun,57,0013,570013,U.S. Rep 27,Simonson,L,0,0
Calhoun,57,0014,570014,U.S. Rep 27,Simonson,L,0,1
Calhoun,57,0015,570015,U.S. Rep 27,Simonson,L,0,2
Calhoun,57,0016,570016,U.S. Rep 27,Simonson,L,0,12
Calhoun,57,0017,570017,U.S. Rep 27,Simonson,L,0,6
Calhoun,57,0018,570018,U.S. Rep 27,Simonson,L,0,6
Calhoun,57,0019,570019,U.S. Rep 27,Simonson,L,0,2
Calhoun,57,0020,570020,U.S. Rep 27,Simonson,L,0,0
Calhoun,57,0021,570021,U.S. Rep 27,Simonson,L,0,3
Calhoun,57,0022,570022,U.S. Rep 27,Simonson,L,0,0
Calhoun,57,0023,570023,U.S. Rep 27,Simonson,L,0,3
Calhoun,57,0024,570024,U.S. Rep 27,Simonson,L,0,22
Calhoun,57,0025,570025,U.S. Rep 27,Simonson,L,0,7
Gonzales,177,0001,1770001,U.S. Rep 27,Farenthold,R,1,703
Gonzales,177,0002,1770002,U.S. Rep 27,Farenthold,R,1,341
Gonzales,177,0003,1770003,U.S. Rep 27,Farenthold,R,1,339
Gonzales,177,0007,1770007,U.S. Rep 27,Farenthold,R,1,125
Gonzales,177,0008,1770008,U.S. Rep 27,Farenthold,R,1,107
Gonzales,177,0009,1770009,U.S. Rep 27,Farenthold,R,1,214
Gonzales,177,0011,1770011,U.S. Rep 27,Farenthold,R,1,80
Gonzales,177,0012,1770012,U.S. Rep 27,Farenthold,R,1,57
Gonzales,177,0001,1770001,U.S. Rep 27,Reed,D,0,184
Gonzales,177,0002,1770002,U.S. Rep 27,Reed,D,0,116
Gonzales,177,0003,1770003,U.S. Rep 27,Reed,D,0,123
Gonzales,177,0007,1770007,U.S. Rep 27,Reed,D,0,16
Gonzales,177,0008,1770008,U.S. Rep 27,Reed,D,0,20
Gonzales,177,0009,1770009,U.S. Rep 27,Reed,D,0,123
Gonzales,177,0011,1770011,U.S. Rep 27,Reed,D,0,13
Gonzales,177,0012,1770012,U.S. Rep 27,Reed,D,0,21
Gonzales,177,0001,1770001,U.S. Rep 27,Simonson,L,0,21
Gonzales,177,0002,1770002,U.S. Rep 27,Simonson,L,0,8
Gonzales,177,0003,1770003,U.S. Rep 27,Simonson,L,0,7
Gonzales,177,0007,1770007,U.S. Rep 27,Simonson,L,0,2
Gonzales,177,0008,1770008,U.S. Rep 27,Simonson,L,0,3
Gonzales,177,0009,1770009,U.S. Rep 27,Simonson,L,0,9
Gonzales,177,0011,1770011,U.S. Rep 27,Simonson,L,0,3
Gonzales,177,0012,1770012,U.S. Rep 27,Simonson,L,0,0
Jackson,239,0001,2390001,U.S. Rep 27,Farenthold,R,1,397
Jackson,239,0002,2390002,U.S. Rep 27,Farenthold,R,1,597
Jackson,239,0003,2390003,U.S. Rep 27,Farenthold,R,1,553
Jackson,239,0004,2390004,U.S. Rep 27,Farenthold,R,1,106
Jackson,239,0005,2390005,U.S. Rep 27,Farenthold,R,1,181
Jackson,239,0006,2390006,U.S. Rep 27,Farenthold,R,1,158
Jackson,239,0007,2390007,U.S. Rep 27,Farenthold,R,1,46
Jackson,239,0008,2390008,U.S. Rep 27,Farenthold,R,1,155
Jackson,239,0009,2390009,U.S. Rep 27,Farenthold,R,1,168
Jackson,239,0001,2390001,U.S. Rep 27,Reed,D,0,130
Jackson,239,0002,2390002,U.S. Rep 27,Reed,D,0,99
Jackson,239,0003,2390003,U.S. Rep 27,Reed,D,0,90
Jackson,239,0004,2390004,U.S. Rep 27,Reed,D,0,14
Jackson,239,0005,2390005,U.S. Rep 27,Reed,D,0,30
Jackson,239,0006,2390006,U.S. Rep 27,Reed,D,0,41
Jackson,239,0007,2390007,U.S. Rep 27,Reed,D,0,5
Jackson,239,0008,2390008,U.S. Rep 27,Reed,D,0,13
Jackson,239,0009,2390009,U.S. Rep 27,Reed,D,0,23
Jackson,239,0001,2390001,U.S. Rep 27,Simonson,L,0,7
Jackson,239,0002,2390002,U.S. Rep 27,Simonson,L,0,15
Jackson,239,0003,2390003,U.S. Rep 27,Simonson,L,0,10
Jackson,239,0004,2390004,U.S. Rep 27,Simonson,L,0,1
Jackson,239,0005,2390005,U.S. Rep 27,Simonson,L,0,3
Jackson,239,0006,2390006,U.S. Rep 27,Simonson,L,0,2
Jackson,239,0007,2390007,U.S. Rep 27,Simonson,L,0,0
Jackson,239,0008,2390008,U.S. Rep 27,Simonson,L,0,9
Jackson,239,0009,2390009,U.S. Rep 27,Simonson,L,0,4
Lavaca,285,0001,2850001,U.S. Rep 27,Farenthold,R,1,368
Lavaca,285,0002,2850002,U.S. Rep 27,Farenthold,R,1,426
Lavaca,285,0007,2850007,U.S. Rep 27,Farenthold,R,1,81
Lavaca,285,0008,2850008,U.S. Rep 27,Farenthold,R,1,268
Lavaca,285,0009,2850009,U.S. Rep 27,Farenthold,R,1,374
Lavaca,285,0011,2850011,U.S. Rep 27,Farenthold,R,1,92
Lavaca,285,0012,2850012,U.S. Rep 27,Farenthold,R,1,103
Lavaca,285,0015,2850015,U.S. Rep 27,Farenthold,R,1,56
Lavaca,285,0016,2850016,U.S. Rep 27,Farenthold,R,1,169
Lavaca,285,0017,2850017,U.S. Rep 27,Farenthold,R,1,133
Lavaca,285,0019,2850019,U.S. Rep 27,Farenthold,R,1,129
Lavaca,285,0020,2850020,U.S. Rep 27,Farenthold,R,1,40
Lavaca,285,0023,2850023,U.S. Rep 27,Farenthold,R,1,407
Lavaca,285,0026,2850026,U.S. Rep 27,Farenthold,R,1,44
Lavaca,285,0027,2850027,U.S. Rep 27,Farenthold,R,1,85
Lavaca,285,0029,2850029,U.S. Rep 27,Farenthold,R,1,359
Lavaca,285,0030,2850030,U.S. Rep 27,Farenthold,R,1,509
Lavaca,285,0031,2850031,U.S. Rep 27,Farenthold,R,1,416
Lavaca,285,0032,2850032,U.S. Rep 27,Farenthold,R,1,115
Lavaca,285,0001,2850001,U.S. Rep 27,Reed,D,0,45
Lavaca,285,0002,2850002,U.S. Rep 27,Reed,D,0,89
Lavaca,285,0007,2850007,U.S. Rep 27,Reed,D,0,17
Lavaca,285,0008,2850008,U.S. Rep 27,Reed,D,0,36
Lavaca,285,0009,2850009,U.S. Rep 27,Reed,D,0,69
Lavaca,285,0011,2850011,U.S. Rep 27,Reed,D,0,17
Lavaca,285,0012,2850012,U.S. Rep 27,Reed,D,0,21
Lavaca,285,0015,2850015,U.S. Rep 27,Reed,D,0,22
Lavaca,285,0016,2850016,U.S. Rep 27,Reed,D,0,19
Lavaca,285,0017,2850017,U.S. Rep 27,Reed,D,0,13
Lavaca,285,0019,2850019,U.S. Rep 27,Reed,D,0,11
Lavaca,285,0020,2850020,U.S. Rep 27,Reed,D,0,18
Lavaca,285,0023,2850023,U.S. Rep 27,Reed,D,0,78
Lavaca,285,0026,2850026,U.S. Rep 27,Reed,D,0,15
Lavaca,285,0027,2850027,U.S. Rep 27,Reed,D,0,8
Lavaca,285,0029,2850029,U.S. Rep 27,Reed,D,0,73
Lavaca,285,0030,2850030,U.S. Rep 27,Reed,D,0,83
Lavaca,285,0031,2850031,U.S. Rep 27,Reed,D,0,64
Lavaca,285,0032,2850032,U.S. Rep 27,Reed,D,0,8
Lavaca,285,0001,2850001,U.S. Rep 27,Simonson,L,0,4
Lavaca,285,0002,2850002,U.S. Rep 27,Simonson,L,0,7
Lavaca,285,0007,2850007,U.S. Rep 27,Simonson,L,0,1
Lavaca,285,0008,2850008,U.S. Rep 27,Simonson,L,0,5
Lavaca,285,0009,2850009,U.S. Rep 27,Simonson,L,0,4
Lavaca,285,0011,2850011,U.S. Rep 27,Simonson,L,0,1
Lavaca,285,0012,2850012,U.S. Rep 27,Simonson,L,0,5
Lavaca,285,0015,2850015,U.S. Rep 27,Simonson,L,0,3
Lavaca,285,0016,2850016,U.S. Rep 27,Simonson,L,0,3
Lavaca,285,0017,2850017,U.S. Rep 27,Simonson,L,0,1
Lavaca,285,0019,2850019,U.S. Rep 27,Simonson,L,0,3
Lavaca,285,0020,2850020,U.S. Rep 27,Simonson,L,0,1
Lavaca,285,0023,2850023,U.S. Rep 27,Simonson,L,0,8
Lavaca,285,0026,2850026,U.S. Rep 27,Simonson,L,0,1
Lavaca,285,0027,2850027,U.S. Rep 27,Simonson,L,0,0
Lavaca,285,0029,2850029,U.S. Rep 27,Simonson,L,0,7
Lavaca,285,0030,2850030,U.S. Rep 27,Simonson,L,0,7
Lavaca,285,0031,2850031,U.S. Rep 27,Simonson,L,0,6
Lavaca,285,0032,2850032,U.S. Rep 27,Simonson,L,0,1
Matagorda,321,0002,3210002,U.S. Rep 27,Farenthold,R,1,261
Matagorda,321,0004,3210004,U.S. Rep 27,Farenthold,R,1,329
Matagorda,321,0005,3210005,U.S. Rep 27,Farenthold,R,1,510
Matagorda,321,0006,3210006,U.S. Rep 27,Farenthold,R,1,368
Matagorda,321,0007,3210007,U.S. Rep 27,Farenthold,R,1,56
Matagorda,321,0008,3210008,U.S. Rep 27,Farenthold,R,1,207
Matagorda,321,0009,3210009,U.S. Rep 27,Farenthold,R,1,40
Matagorda,321,0010,3210010,U.S. Rep 27,Farenthold,R,1,112
Matagorda,321,0012,3210012,U.S. Rep 27,Farenthold,R,1,70
Matagorda,321,0013,3210013,U.S. Rep 27,Farenthold,R,1,102
Matagorda,321,001A,321001A,U.S. Rep 27,Farenthold,R,1,738
Matagorda,321,001B,321001B,U.S. Rep 27,Farenthold,R,1,765
Matagorda,321,001C,321001C,U.S. Rep 27,Farenthold,R,1,107
Matagorda,321,001D,321001D,U.S. Rep 27,Farenthold,R,1,173
Matagorda,321,001E,321001E,U.S. Rep 27,Farenthold,R,1,228
Matagorda,321,001F,321001F,U.S. Rep 27,Farenthold,R,1,144
Matagorda,321,003A,321003A,U.S. Rep 27,Farenthold,R,1,306
Matagorda,321,003B,321003B,U.S. Rep 27,Farenthold,R,1,206
Matagorda,321,0002,3210002,U.S. Rep 27,Reed,D,0,87
Matagorda,321,0004,3210004,U.S. Rep 27,Reed,D,0,76
Matagorda,321,0005,3210005,U.S. Rep 27,Reed,D,0,240
Matagorda,321,0006,3210006,U.S. Rep 27,Reed,D,0,135
Matagorda,321,0007,3210007,U.S. Rep 27,Reed,D,0,11
Matagorda,321,0008,3210008,U.S. Rep 27,Reed,D,0,56
Matagorda,321,0009,3210009,U.S. Rep 27,Reed,D,0,23
Matagorda,321,0010,3210010,U.S. Rep 27,Reed,D,0,20
Matagorda,321,0012,3210012,U.S. Rep 27,Reed,D,0,16
Matagorda,321,0013,3210013,U.S. Rep 27,Reed,D,0,89
Matagorda,321,001A,321001A,U.S. Rep 27,Reed,D,0,151
Matagorda,321,001B,321001B,U.S. Rep 27,Reed,D,0,273
Matagorda,321,001C,321001C,U.S. Rep 27,Reed,D,0,210
Matagorda,321,001D,321001D,U.S. Rep 27,Reed,D,0,136
Matagorda,321,001E,321001E,U.S. Rep 27,Reed,D,0,166
Matagorda,321,001F,321001F,U.S. Rep 27,Reed,D,0,72
Matagorda,321,003A,321003A,U.S. Rep 27,Reed,D,0,179
Matagorda,321,003B,321003B,U.S. Rep 27,Reed,D,0,47
Matagorda,321,0002,3210002,U.S. Rep 27,Simonson,L,0,6
